"","id","age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","hours.per.week","native.country","salary","age_cat"
"5872",5872,34,"Other-Govt",190290,"Bachelors",13,"Married","Professional","Husband","White","Male",38," United-States",1,"cat_2"
"5873",5873,41,"Other-Govt",111891,"7th-8th",4,"Not-Married","Service","Unmarried","Black","Female",40," United-States",0,"cat_3"
"5874",5874,30,"Self-Employed",45796,"Some-college",10,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_2"
"5875",5875,59,"Private",108496,"Some-college",10,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_4"
"5876",5876,41,"Self-Employed",120539,"Some-college",10,"Married","Blue-Collar","Husband","White","Male",40," United-States",1,"cat_3"
"5877",5877,36,"Self-Employed",164526,"Masters",14,"Not-Married","Sales","Not-in-family","White","Male",45," United-States",1,"cat_3"
"5878",5878,37,"Private",323155,"1st-4th",2,"Married","Blue-Collar","Husband","White","Male",85," Mexico",0,"cat_3"
"5879",5879,28,"Private",65389,"HS-grad",9,"Not-Married","Service","Not-in-family","Amer-Indian-Eskimo","Male",30," United-States",0,"cat_2"
"5880",5880,19,"Private",414871,"HS-grad",9,"Not-Married","Blue-Collar","Own-child","White","Male",40," United-States",0,"cat_1"
"5881",5881,28,"Private",161607,"Some-college",10,"Married","Blue-Collar","Husband","White","Male",45," United-States",0,"cat_2"
"5882",5882,62,"Private",224953,"10th",6,"Married","Blue-Collar","Husband","Black","Male",40," United-States",0,"cat_4"
"5883",5883,36,"Private",261382,"Masters",14,"Married","Sales","Husband","White","Male",45," United-States",1,"cat_3"
"5884",5884,58,"Self-Employed",231818,"10th",6,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," Greece",0,"cat_4"
"5885",5885,42,"Self-Employed",184018,"HS-grad",9,"Not-Married","Sales","Unmarried","White","Male",50," United-States",0,"cat_3"
"5886",5886,43,"Self-Employed",133060,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_3"
"5887",5887,29,"Private",35032,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_2"
"5888",5888,32,"Other-Govt",304212,"HS-grad",9,"Not-Married","White-Collar","Not-in-family","White","Male",50," United-States",0,"cat_2"
"5889",5889,64,"Other-Govt",50442,"9th",5,"Not-Married","Admin","Other-relative","White","Male",40," United-States",0,"cat_4"
"5890",5890,39,"Private",146091,"Bachelors",13,"Married","Professional","Wife","White","Female",20," United-States",1,"cat_3"
"5891",5891,26,"Private",267431,"Bachelors",13,"Not-Married","Sales","Own-child","Black","Female",20," United-States",0,"cat_2"
"5892",5892,19,"Private",121240,"HS-grad",9,"Not-Married","Service","Not-in-family","White","Male",30," United-States",0,"cat_1"
"5893",5893,21,"Private",192572,"HS-grad",9,"Not-Married","Admin","Own-child","White","Female",45," United-States",0,"cat_2"
"5894",5894,32,"Private",211028,"Some-college",10,"Not-Married","Admin","Not-in-family","White","Female",40," United-States",0,"cat_2"
"5895",5895,30,"Other-Govt",346122,"Assoc-acdm",12,"Married","Other-Occupations","Husband","White","Male",45," United-States",0,"cat_2"
"5896",5896,26,"Private",202203,"Bachelors",13,"Not-Married","Admin","Other-relative","White","Female",50," United-States",0,"cat_2"
"5897",5897,20,"Private",159297,"Some-college",10,"Not-Married","Admin","Own-child","Asian-Pac-Islander","Female",15," United-States",0,"cat_1"
"5898",5898,19,"Private",310158,"Some-college",10,"Not-Married","Blue-Collar","Own-child","White","Male",30," United-States",0,"cat_1"
"5899",5899,33,"Federal-Govt",193246,"Bachelors",13,"Married","Admin","Husband","White","Male",42," United-States",1,"cat_2"
"5900",5900,23,"Private",200089,"Some-college",10,"Married","Blue-Collar","Other-relative","White","Male",40," El-Salvador",0,"cat_2"
"5901",5901,29,"Private",38353,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",45," United-States",0,"cat_2"
"5902",5902,42,"Private",76280,"HS-grad",9,"Married","White-Collar","Wife","White","Female",40," United-States",0,"cat_3"
"5903",5903,30,"Self-Employed",243665,"HS-grad",9,"Married","Sales","Husband","White","Male",50," United-States",0,"cat_2"
"5904",5904,63,"Private",68872,"HS-grad",9,"Married","Blue-Collar","Wife","Asian-Pac-Islander","Female",20," United-States",0,"cat_4"
"5905",5905,34,"Private",103596,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_2"
"5906",5906,60,"Self-Employed",88055,"Some-college",10,"Married","Blue-Collar","Husband","White","Male",24," United-States",0,"cat_4"
"5907",5907,48,"Private",186203,"HS-grad",9,"Married","Service","Husband","White","Male",50," United-States",0,"cat_4"
"5908",5908,25,"Private",257910,"Bachelors",13,"Not-Married","White-Collar","Not-in-family","White","Male",50," United-States",0,"cat_2"
"5909",5909,27,"Private",200227,"Assoc-voc",11,"Married","Admin","Wife","Black","Female",40," United-States",0,"cat_2"
"5910",5910,55,"Self-Employed",124975,"HS-grad",9,"Not-Married","Blue-Collar","Unmarried","White","Male",55," United-States",1,"cat_4"
"5911",5911,32,"Private",227669,"Some-college",10,"Not-Married","Blue-Collar","Own-child","Black","Female",40," United-States",0,"cat_2"
"5912",5912,22,"Private",117210,"Some-college",10,"Not-Married","Admin","Own-child","White","Male",25," Greece",0,"cat_2"
"5913",5913,25,"Private",76144,"HS-grad",9,"Not-Married","White-Collar","Not-in-family","White","Male",50," United-States",0,"cat_2"
"5914",5914,18,"Private",98667,"11th",7,"Not-Married","Service","Own-child","White","Female",16," United-States",0,"cat_1"
"5915",5915,24,"Other-Govt",155818,"Some-college",10,"Married","Admin","Wife","White","Female",44," United-States",0,"cat_2"
"5916",5916,29,"Private",283760,"Bachelors",13,"Not-Married","White-Collar","Not-in-family","White","Female",40," United-States",0,"cat_2"
"5918",5918,39,"Private",186183,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",1,"cat_3"
"5919",5919,33,"Self-Employed",202153,"Masters",14,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_2"
"5920",5920,57,"Private",365683,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Female",40," United-States",1,"cat_4"
"5921",5921,22,"Private",187538,"10th",6,"Not-Married","Service","Unmarried","White","Female",40," United-States",0,"cat_2"
"5923",5923,33,"Private",126950,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",60," United-States",0,"cat_2"
"5924",5924,42,"Private",110028,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_3"
"5925",5925,43,"Private",104660,"Bachelors",13,"Not-Married","Professional","Unmarried","White","Male",45," United-States",0,"cat_3"
"5926",5926,57,"Self-Employed",437281,"Some-college",10,"Married","Other-Occupations","Husband","White","Male",38," United-States",1,"cat_4"
"5927",5927,42,"Private",259643,"Masters",14,"Not-Married","Professional","Not-in-family","White","Male",40," United-States",0,"cat_3"
"5928",5928,22,"Private",217961,"Some-college",10,"Not-Married","Blue-Collar","Own-child","White","Male",30," United-States",0,"cat_2"
"5930",5930,42,"Self-Employed",120539,"Bachelors",13,"Married","Sales","Husband","White","Male",50," United-States",1,"cat_3"
"5931",5931,39,"Private",25803,"Some-college",10,"Married","Sales","Husband","White","Male",55," United-States",0,"cat_3"
"5932",5932,41,"Private",63596,"Some-college",10,"Married","Professional","Wife","White","Female",32," United-States",1,"cat_3"
"5933",5933,20,"Other-Govt",325493,"HS-grad",9,"Not-Married","Blue-Collar","Own-child","Black","Male",40," United-States",0,"cat_1"
"5934",5934,47,"Private",211239,"Some-college",10,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_4"
"5935",5935,44,"Private",206686,"Some-college",10,"Not-Married","Admin","Unmarried","White","Female",40," United-States",0,"cat_3"
"5936",5936,29,"Private",427965,"Bachelors",13,"Not-Married","Admin","Not-in-family","Black","Female",40," United-States",0,"cat_2"
"5937",5937,52,"Private",218550,"Some-college",10,"Not-Married","Admin","Not-in-family","White","Female",16," United-States",1,"cat_4"
"5938",5938,71,"Private",163385,"Some-college",10,"Widowed","Sales","Not-in-family","White","Male",35," United-States",1,"cat_5"
"5939",5939,52,"Private",124993,"HS-grad",9,"Not-Married","Blue-Collar","Own-child","White","Male",55," United-States",0,"cat_4"
"5940",5940,36,"Private",107410,"HS-grad",9,"Married","Sales","Husband","White","Male",40," United-States",0,"cat_3"
"5941",5941,53,"Private",152373,"Some-college",10,"Not-Married","Blue-Collar","Not-in-family","White","Male",48," United-States",1,"cat_4"
"5942",5942,37,"Private",161226,"HS-grad",9,"Married","Service","Wife","White","Female",30," United-States",1,"cat_3"
"5943",5943,26,"Private",213799,"10th",6,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_2"
"5944",5944,34,"Private",204461,"Bachelors",13,"Married","Professional","Husband","White","Male",55," United-States",1,"cat_2"
"5945",5945,35,"Private",377798,"Bachelors",13,"Not-Married","Professional","Not-in-family","White","Male",50," United-States",1,"cat_3"
"5946",5946,20,"Private",116375,"9th",5,"Not-Married","Sales","Own-child","White","Female",40," United-States",0,"cat_1"
"5947",5947,34,"Other-Govt",210164,"Some-college",10,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_2"
"5948",5948,56,"Self-Employed",258752,"Bachelors",13,"Married","White-Collar","Husband","White","Male",60," United-States",0,"cat_4"
"5949",5949,39,"Private",327435,"Bachelors",13,"Married","Professional","Wife","White","Female",36," United-States",1,"cat_3"
"5950",5950,24,"Private",301199,"Some-college",10,"Not-Married","Other-Occupations","Own-child","White","Female",20," United-States",0,"cat_2"
"5951",5951,24,"Private",186221,"11th",7,"Not-Married","Sales","Unmarried","White","Female",35," United-States",0,"cat_2"
"5952",5952,23,"Private",203924,"Bachelors",13,"Not-Married","Professional","Not-in-family","White","Male",50," United-States",0,"cat_2"
"5953",5953,27,"Private",192236,"Bachelors",13,"Not-Married","Professional","Not-in-family","White","Male",45," United-States",0,"cat_2"
"5954",5954,25,"Private",152035,"HS-grad",9,"Not-Married","Admin","Unmarried","White","Female",40," United-States",0,"cat_2"
"5955",5955,29,"Private",201454,"Some-college",10,"Not-Married","Admin","Not-in-family","White","Female",40," United-States",0,"cat_2"
"5956",5956,42,"Private",156580,"Some-college",10,"Married","Blue-Collar","Wife","White","Female",37," United-States",1,"cat_3"
"5957",5957,51,"Private",115851,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_4"
"5958",5958,31,"Private",106753,"Assoc-voc",11,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_2"
"5959",5959,59,"Private",359292,"1st-4th",2,"Married","Blue-Collar","Husband","White","Male",40," Mexico",0,"cat_4"
"5960",5960,29,"Private",83003,"HS-grad",9,"Married","Service","Wife","White","Female",40," United-States",0,"cat_2"
"5961",5961,18,"Private",78817,"HS-grad",9,"Not-Married","Admin","Own-child","White","Female",20," United-States",0,"cat_1"
"5962",5962,24,"Private",200967,"HS-grad",9,"Married","Blue-Collar","Wife","White","Female",36," United-States",0,"cat_2"
"5963",5963,38,"Other-Govt",107164,"Some-college",10,"Not-Married","White-Collar","Own-child","White","Male",40," United-States",0,"cat_3"
"5964",5964,36,"Private",189674,"HS-grad",9,"Not-Married","Service","Unmarried","Black","Female",28," ?",0,"cat_3"
"5965",5965,34,"Self-Employed",90614,"HS-grad",9,"Not-Married","White-Collar","Not-in-family","White","Male",50," United-States",0,"cat_2"
"5966",5966,42,"Self-Employed",323790,"Bachelors",13,"Married","White-Collar","Husband","White","Male",70," United-States",1,"cat_3"
"5967",5967,45,"Self-Employed",242552,"12th",8,"Not-Married","Blue-Collar","Other-relative","Black","Male",35," United-States",0,"cat_3"
"5968",5968,21,"Private",90935,"Assoc-voc",11,"Not-Married","Blue-Collar","Own-child","White","Male",40," United-States",0,"cat_2"
"5969",5969,64,"Self-Employed",165667,"Doctorate",16,"Married","Professional","Husband","White","Male",60," Canada",1,"cat_4"
"5970",5970,32,"Private",162604,"HS-grad",9,"Not-Married","Blue-Collar","Other-relative","Black","Male",40," United-States",0,"cat_2"
"5971",5971,45,"Private",205424,"Bachelors",13,"Not-Married","Professional","Not-in-family","White","Male",40," United-States",1,"cat_3"
"5972",5972,53,"Private",97411,"5th-6th",3,"Married","Blue-Collar","Husband","Asian-Pac-Islander","Male",40," Laos",0,"cat_4"
"5973",5973,42,"Private",184857,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",16," United-States",0,"cat_3"
"5974",5974,32,"Private",165226,"HS-grad",9,"Not-Married","Service","Not-in-family","White","Female",40," United-States",0,"cat_2"
"5975",5975,49,"Private",115784,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_4"
"5976",5976,62,"Private",368476,"5th-6th",3,"Married","Blue-Collar","Husband","White","Male",24," Mexico",0,"cat_4"
"5977",5977,28,"Private",53063,"Bachelors",13,"Married","White-Collar","Husband","White","Male",45," United-States",0,"cat_2"
"5979",5979,32,"Private",153471,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",35," United-States",0,"cat_2"
"5980",5980,37,"Self-Employed",107164,"10th",6,"Not-Married","Blue-Collar","Not-in-family","White","Male",50," United-States",1,"cat_3"
"5981",5981,38,"Private",180303,"Bachelors",13,"Married","White-Collar","Husband","Asian-Pac-Islander","Male",50," Japan",1,"cat_3"
"5982",5982,44,"Other-Govt",236321,"HS-grad",9,"Not-Married","Blue-Collar","Own-child","White","Male",25," United-States",0,"cat_3"
"5983",5983,19,"Private",141868,"HS-grad",9,"Not-Married","Blue-Collar","Own-child","White","Male",40," United-States",0,"cat_1"
"5985",5985,24,"Private",203518,"Bachelors",13,"Not-Married","Professional","Not-in-family","White","Female",40," United-States",0,"cat_2"
"5986",5986,58,"Private",119558,"HS-grad",9,"Married","White-Collar","Husband","White","Male",50," United-States",1,"cat_4"
"5987",5987,56,"Private",108276,"Bachelors",13,"Widowed","Service","Not-in-family","White","Female",40," United-States",0,"cat_4"
"5988",5988,37,"Private",385452,"10th",6,"Not-Married","Blue-Collar","Unmarried","White","Female",40," United-States",0,"cat_3"
"5989",5989,43,"Private",162003,"Some-college",10,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_3"
"5990",5990,32,"Private",349028,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_2"
"5991",5991,34,"Private",45114,"Bachelors",13,"Not-Married","Sales","Own-child","Black","Female",40," United-States",0,"cat_2"
"5992",5992,44,"Private",112797,"9th",5,"Not-Married","Service","Own-child","White","Female",50," United-States",0,"cat_3"
"5993",5993,28,"Private",183639,"HS-grad",9,"Not-Married","Blue-Collar","Unmarried","White","Male",40," United-States",0,"cat_2"
"5994",5994,35,"Private",177121,"HS-grad",9,"Not-Married","Service","Not-in-family","White","Female",35," United-States",0,"cat_3"
"5995",5995,38,"Private",239755,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_3"
"5996",5996,26,"Private",150361,"Some-college",10,"Not-Married","Other-Occupations","Own-child","White","Female",40," United-States",0,"cat_2"
"5997",5997,20,"Private",293091,"11th",7,"Not-Married","Blue-Collar","Own-child","White","Male",60," United-States",0,"cat_1"
"5998",5998,24,"Private",200089,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",60," Mexico",1,"cat_2"
"5999",5999,40,"Private",91836,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",45," United-States",0,"cat_3"
"6000",6000,23,"Private",324960,"HS-grad",9,"Not-Married","Blue-Collar","Other-relative","White","Male",40," United-States",0,"cat_2"
"6001",6001,79,"Other-Govt",84616,"11th",7,"Married","White-Collar","Husband","White","Male",7," United-States",0,"cat_5"
"6002",6002,44,"Private",252930,"10th",6,"Not-Married","Admin","Unmarried","Other","Female",42," United-States",0,"cat_3"
"6003",6003,51,"Private",44000,"Masters",14,"Married","Professional","Wife","White","Female",50," United-States",1,"cat_4"
"6004",6004,30,"Private",154843,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_2"
"6005",6005,52,"Private",99307,"Assoc-acdm",12,"Married","Sales","Husband","White","Male",48," United-States",1,"cat_4"
"6006",6006,41,"Private",182567,"Bachelors",13,"Married","White-Collar","Husband","White","Male",40," ?",1,"cat_3"
"6007",6007,33,"Private",93206,"5th-6th",3,"Married","Blue-Collar","Husband","Asian-Pac-Islander","Male",40," Philippines",0,"cat_2"
"6008",6008,50,"Private",100109,"Bachelors",13,"Not-Married","White-Collar","Unmarried","White","Male",45," United-States",1,"cat_4"
"6009",6009,51,"Private",114927,"Assoc-voc",11,"Married","Other-Occupations","Husband","White","Male",40," United-States",1,"cat_4"
"6010",6010,41,"Private",121287,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_3"
"6011",6011,35,"Private",189916,"Bachelors",13,"Married","Sales","Wife","White","Female",30," United-States",1,"cat_3"
"6012",6012,34,"Private",157747,"Some-college",10,"Married","White-Collar","Husband","White","Male",40," United-States",1,"cat_2"
"6013",6013,28,"Private",39232,"Bachelors",13,"Not-Married","Professional","Not-in-family","White","Male",45," United-States",0,"cat_2"
"6014",6014,31,"Self-Employed",133861,"Assoc-voc",11,"Not-Married","Sales","Not-in-family","White","Male",40," United-States",0,"cat_2"
"6015",6015,22,"Private",505980,"HS-grad",9,"Not-Married","Blue-Collar","Own-child","White","Male",40," United-States",0,"cat_2"
"6017",6017,65,"Private",193216,"HS-grad",9,"Married","Sales","Husband","White","Male",40," United-States",1,"cat_4"
"6018",6018,39,"Self-Employed",140752,"HS-grad",9,"Married","Sales","Husband","White","Male",50," United-States",1,"cat_3"
"6019",6019,23,"Private",549349,"Some-college",10,"Not-Married","Other-Occupations","Own-child","White","Male",40," United-States",0,"cat_2"
"6020",6020,29,"Self-Employed",179008,"Assoc-acdm",12,"Married","Sales","Husband","White","Male",50," United-States",0,"cat_2"
"6021",6021,57,"Self-Employed",190554,"10th",6,"Not-Married","White-Collar","Own-child","White","Male",60," United-States",1,"cat_4"
"6022",6022,47,"Private",80924,"Some-college",10,"Widowed","Service","Not-in-family","White","Female",35," United-States",0,"cat_4"
"6023",6023,51,"Other-Govt",319054,"HS-grad",9,"Married","Blue-Collar","Husband","Black","Male",60," United-States",0,"cat_4"
"6024",6024,34,"Private",297094,"HS-grad",9,"Married","Blue-Collar","Husband","Black","Male",40," United-States",0,"cat_2"
"6025",6025,52,"Private",170562,"HS-grad",9,"Married","White-Collar","Husband","White","Male",60," United-States",1,"cat_4"
"6026",6026,29,"Private",240738,"HS-grad",9,"Married","Professional","Husband","White","Male",40," United-States",1,"cat_2"
"6027",6027,29,"Private",297544,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_2"
"6028",6028,25,"Other-Govt",169905,"Some-college",10,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_2"
"6029",6029,21,"Private",149637,"Some-college",10,"Not-Married","Service","Not-in-family","White","Female",40," United-States",0,"cat_2"
"6030",6030,38,"Private",182526,"Bachelors",13,"Not-Married","Professional","Not-in-family","White","Female",40," United-States",0,"cat_3"
"6031",6031,55,"Self-Employed",158315,"HS-grad",9,"Married","Sales","Husband","White","Male",50," United-States",1,"cat_4"
"6032",6032,61,"Self-Employed",227232,"Bachelors",13,"Not-Married","Sales","Not-in-family","White","Female",30," United-States",0,"cat_4"
"6033",6033,34,"Private",96483,"Assoc-acdm",12,"Not-Married","Admin","Not-in-family","Asian-Pac-Islander","Female",60," United-States",1,"cat_2"
"6034",6034,41,"Private",286970,"Bachelors",13,"Married","Admin","Husband","White","Male",40," United-States",0,"cat_3"
"6035",6035,27,"Other-Govt",223529,"Assoc-voc",11,"Not-Married","Admin","Own-child","White","Male",43," United-States",0,"cat_2"
"6036",6036,78,"Self-Employed",316261,"Bachelors",13,"Not-Married","White-Collar","Not-in-family","White","Male",20," United-States",1,"cat_5"
"6037",6037,40,"Private",170214,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",1,"cat_3"
"6038",6038,26,"Self-Employed",224361,"7th-8th",4,"Married","Blue-Collar","Husband","White","Male",75," United-States",0,"cat_2"
"6039",6039,43,"Private",124919,"HS-grad",9,"Married","Service","Husband","Asian-Pac-Islander","Male",60," Japan",0,"cat_3"
"6041",6041,25,"Private",306352,"Assoc-voc",11,"Married","Other-Occupations","Husband","White","Male",40," Mexico",0,"cat_2"
"6042",6042,26,"Self-Employed",227858,"Some-college",10,"Not-Married","Service","Not-in-family","White","Female",48," United-States",0,"cat_2"
"6043",6043,43,"Self-Employed",150533,"HS-grad",9,"Married","Sales","Husband","White","Male",68," United-States",1,"cat_3"
"6044",6044,25,"Private",144478,"Some-college",10,"Not-Married","Service","Own-child","White","Male",40," Poland",0,"cat_2"
"6045",6045,22,"Private",254547,"Some-college",10,"Not-Married","Admin","Other-relative","Black","Female",30," Jamaica",0,"cat_2"
"6046",6046,52,"Self-Employed",313243,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",55," United-States",1,"cat_4"
"6047",6047,61,"Private",149981,"HS-grad",9,"Married","Admin","Wife","White","Female",5," United-States",0,"cat_4"
"6048",6048,42,"Private",125461,"Bachelors",13,"Not-Married","Sales","Unmarried","White","Male",40," United-States",0,"cat_3"
"6049",6049,21,"Private",306967,"Assoc-voc",11,"Not-Married","Admin","Not-in-family","White","Female",40," United-States",0,"cat_2"
"6050",6050,44,"Private",192976,"HS-grad",9,"Married","Blue-Collar","Husband","Amer-Indian-Eskimo","Male",40," United-States",0,"cat_3"
"6051",6051,65,"Private",192133,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," Greece",0,"cat_4"
"6053",6053,33,"Federal-Govt",339388,"Assoc-acdm",12,"Not-Married","Service","Unmarried","White","Male",40," United-States",0,"cat_2"
"6054",6054,22,"Private",203240,"10th",6,"Not-Married","Admin","Not-in-family","White","Female",40," United-States",0,"cat_2"
"6055",6055,43,"Private",83827,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Female",24," United-States",0,"cat_3"
"6056",6056,45,"Self-Employed",160440,"HS-grad",9,"Not-Married","White-Collar","Not-in-family","White","Male",42," United-States",0,"cat_3"
"6057",6057,42,"Private",108502,"HS-grad",9,"Not-Married","Sales","Not-in-family","White","Female",42," United-States",0,"cat_3"
"6058",6058,37,"Private",410913,"HS-grad",9,"Not-Married","Blue-Collar","Unmarried","Other","Male",40," Mexico",0,"cat_3"
"6059",6059,56,"Private",193818,"9th",5,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_4"
"6061",6061,40,"Private",103789,"Assoc-acdm",12,"Not-Married","Admin","Unmarried","Black","Female",32," United-States",0,"cat_3"
"6062",6062,31,"Private",34572,"Bachelors",13,"Married","Sales","Husband","White","Male",55," United-States",0,"cat_2"
"6063",6063,26,"Private",43408,"Bachelors",13,"Married","Professional","Husband","White","Male",40," United-States",0,"cat_2"
"6064",6064,26,"Other-Govt",105787,"Bachelors",13,"Not-Married","Professional","Own-child","White","Male",40," United-States",0,"cat_2"
"6065",6065,42,"Self-Employed",90693,"Bachelors",13,"Married","White-Collar","Husband","White","Male",70," United-States",0,"cat_3"
"6066",6066,45,"Self-Employed",285575,"HS-grad",9,"Married","White-Collar","Husband","Asian-Pac-Islander","Male",40," China",0,"cat_3"
"6067",6067,47,"Other-Govt",56482,"Some-college",10,"Married","Professional","Husband","Black","Male",50," United-States",1,"cat_4"
"6068",6068,22,"Private",496025,"Some-college",10,"Married","Blue-Collar","Husband","White","Male",40," Mexico",0,"cat_2"
"6069",6069,33,"Private",382764,"Bachelors",13,"Not-Married","White-Collar","Own-child","White","Male",40," United-States",0,"cat_2"
"6070",6070,37,"Private",259284,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","Black","Male",50," United-States",0,"cat_3"
"6071",6071,48,"Self-Employed",185385,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",98," United-States",0,"cat_4"
"6072",6072,57,"Self-Employed",286836,"10th",6,"Married","Blue-Collar","Husband","White","Male",8," United-States",0,"cat_4"
"6073",6073,47,"Private",139145,"Some-college",10,"Not-Married","Admin","Not-in-family","White","Female",60," United-States",0,"cat_4"
"6074",6074,58,"Other-Govt",44246,"9th",5,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_4"
"6075",6075,55,"Private",169611,"11th",7,"Widowed","Admin","Unmarried","White","Female",40," United-States",0,"cat_4"
"6076",6076,52,"Private",133403,"Some-college",10,"Married","Blue-Collar","Husband","White","Male",55," United-States",0,"cat_4"
"6077",6077,29,"Private",187327,"Bachelors",13,"Not-Married","Professional","Not-in-family","White","Male",40," United-States",0,"cat_2"
"6078",6078,42,"Private",180032,"Masters",14,"Not-Married","Professional","Not-in-family","White","Female",40," United-States",0,"cat_3"
"6079",6079,23,"Private",46561,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",60," United-States",0,"cat_2"
"6080",6080,23,"Private",86065,"12th",8,"Not-Married","Service","Not-in-family","White","Female",30," United-States",0,"cat_2"
"6081",6081,46,"Self-Employed",256014,"Assoc-voc",11,"Married","White-Collar","Husband","White","Male",60," United-States",0,"cat_4"
"6082",6082,30,"Private",188403,"Some-college",10,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_2"
"6083",6083,43,"Self-Employed",396758,"Bachelors",13,"Married","Professional","Wife","White","Female",70," United-States",1,"cat_3"
"6084",6084,25,"Private",60485,"Some-college",10,"Not-Married","Admin","Own-child","White","Female",30," United-States",0,"cat_2"
"6085",6085,32,"Private",271276,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",80," United-States",1,"cat_2"
"6086",6086,56,"Private",229525,"9th",5,"Married","Blue-Collar","Husband","Black","Male",40," United-States",0,"cat_4"
"6087",6087,33,"Private",34574,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",43," United-States",0,"cat_2"
"6088",6088,19,"Other-Govt",112432,"Some-college",10,"Not-Married","Admin","Own-child","White","Male",10," United-States",0,"cat_1"
"6089",6089,20,"Private",105312,"Some-college",10,"Not-Married","Sales","Own-child","White","Female",18," United-States",0,"cat_1"
"6090",6090,34,"Private",221396,"Some-college",10,"Married","Admin","Husband","White","Male",40," United-States",0,"cat_2"
"6091",6091,34,"Private",304872,"9th",5,"Not-Married","Service","Unmarried","White","Female",40," United-States",0,"cat_2"
"6092",6092,55,"Self-Employed",319733,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_4"
"6093",6093,55,"Private",176012,"9th",5,"Married","Other-Occupations","Wife","White","Female",23," United-States",0,"cat_4"
"6094",6094,31,"Private",213750,"Some-college",10,"Not-Married","Sales","Not-in-family","White","Male",45," United-States",0,"cat_2"
"6095",6095,30,"Private",248384,"HS-grad",9,"Not-Married","Service","Unmarried","White","Female",40," United-States",0,"cat_2"
"6096",6096,31,"Private",351187,"HS-grad",9,"Not-Married","Service","Unmarried","White","Male",40," United-States",0,"cat_2"
"6097",6097,51,"Private",138179,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_4"
"6098",6098,59,"Private",50223,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_4"
"6099",6099,58,"Private",117477,"HS-grad",9,"Not-Married","Admin","Unmarried","Black","Female",36," United-States",0,"cat_4"
"6100",6100,40,"Private",194360,"9th",5,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_3"
"6101",6101,54,"Private",118108,"HS-grad",9,"Married","Blue-Collar","Husband","Black","Male",40," United-States",0,"cat_4"
"6102",6102,25,"Other-Govt",90730,"Bachelors",13,"Married","Professional","Husband","White","Male",40," United-States",1,"cat_2"
